Aadhar No,Full Name,Date Of Birth,Gender,Address,Fathers Name
9999998180,Tonja Turnell,16-Oct-05,M,5329 FRANKLIN BLVD,
9999998181,Ruben Dartt,11-Jul-07,F,COBBLE COVE LN / COBBLE SHORES DR,
9999998182,Andrew Roberts,01-Jun-08,M,BROADWAY / 42ND ST,
9999998183,Alan Dominguez,01-Jun-07,M,40th ST / G ST,
9999998184,Liz Pelletier,08-Jul-08,M,61st ST / TEMPLE AVE,
9999998185,Raymond Book,01-Jan-01,M,STOCKTON BLVD / ELDER CREEK RD,
9999998186,Tonja Turnell,30-Oct-07,F,1252 48TH ST,
9999998187,Tonja Turnell,20-May-08,M,1443 18TH ST,
9999998188,Raymond Book,01-Jan-08,M,952 3RD ST,
9999998189,Raymond Book,01-Jan-07,M,43rd ST / Q ST,
9999998190,Raymond Book,01-Feb-08,M,61st ST / 3RD AVE,
9999998191,Raymond Book,01-Feb-07,F,1883 3RD AVE,
9999998192,Brendan Sweed,01-Aug-05,M,TAFT ST / EL CAMINO AVE,
9999998193,Cyma Kinney,19-Dec-05,M,X ST / 33RD ST,
9999998194,Cyma Kinney,25-Oct-06,M,3570 1ST AVE,
9999998195,Ruben Dartt,29-Jun-07,M,3678 BRANCH ST,
9999998196,Christine Abelman,01-Feb-07,F,1884 DISCOVERY WAY,
9999998197,Christine Abelman,11-Jun-08,M,NATOMA WAY / ROANOKE AVE,
9999998198,Christine Abelman,01-Mar-08,M,7924 LA RIVIERA DR,
9999998199,Erica Smith,24-Apr-08,M,66th ST / STOCKTON BLVD,
9999998200,Yoseph Carroll,22-Apr-08,M,53rd ST / G ST,
9999998201,Stephanie Phelps,01-Jun-07,F,4038 FREEPORT BLVD,
9999998202,Christopher Conant,16-Oct-05,M,57th ST / K ST,
9999998203,Stephanie Phelps,11-Jul-07,M,5330 FRANKLIN BLVD,
9999998204,Stephanie Phelps,01-Jun-08,M,COBBLE COVE LN / COBBLE SHORES DR,
9999998205,Yoseph Carroll,01-Jun-07,M,BROADWAY / 42ND ST,
9999998206,Steven Roelle,08-Jul-08,F,41st ST / G ST,
9999998207,Sarah Brown,01-Jan-01,M,62nd ST / TEMPLE AVE,
9999998208,Raymond Book,30-Oct-07,M,STOCKTON BLVD / ELDER CREEK RD,
9999998209,Raymond Book,20-May-08,M,1253 48TH ST,
9999998210,Raymond Book,01-Jan-08,M,1444 18TH ST,
9999998211,Roy Phan,01-Jan-07,F,953 3RD ST,
9999998212,Roy Phan,01-Feb-08,M,44th ST / Q ST,
9999998213,Christopher Conant,01-Jan-08,M,62nd ST / 3RD AVE,
9999998214,Cyma Kinney,01-Jan-07,M,1884 3RD AVE,
9999998215,Cyma Kinney,01-Feb-08,M,TAFT ST / EL CAMINO AVE,
9999998216,Sarah Brown,01-Feb-07,F,X ST / 33RD ST,
9999998217,Sarah Brown,01-Aug-05,M,3571 1ST AVE,
9999998218,Jim Karlsson,19-Dec-05,M,3679 BRANCH ST,
9999998219,Clay Cheatham,25-Oct-06,M,1885 DISCOVERY WAY,
9999998220,Clay Cheatham,29-Jun-07,M,NATOMA WAY / ROANOKE AVE,
9999998221,Roy Phan,01-Feb-07,F,7925 LA RIVIERA DR,
9999998222,Shui Tom,11-Jun-08,M,67th ST / STOCKTON BLVD,
9999998223,Shui Tom,01-Mar-08,M,54th ST / G ST,
9999998224,Shui Tom,24-Apr-08,M,4039 FREEPORT BLVD,
9999998225,Stephanie Phelps,22-Apr-08,M,58th ST / K ST,
9999998226,Stephanie Phelps,01-Jun-07,F,5331 FRANKLIN BLVD,
9999998227,Sarah Brown,16-Oct-05,M,COBBLE COVE LN / COBBLE SHORES DR,
9999998228,Sarah Brown,11-Jul-07,M,BROADWAY / 42ND ST,
9999998229,Steven Roelle,01-Jun-08,M,42nd ST / G ST,
9999998230,Steven Roelle,01-Jun-07,M,63rd ST / TEMPLE AVE,
9999998231,Liz Pelletier,08-Jul-08,F,STOCKTON BLVD / ELDER CREEK RD,
9999998232,Frank Hawley,01-Jan-01,M,1254 48TH ST,
9999998233,Aaron Bergman,30-Oct-07,M,1445 18TH ST,
9999998234,Jim Karlsson,20-May-08,M,954 3RD ST,
9999998235,Liz Pelletier,01-Jan-08,M,45th ST / Q ST,
9999998236,Liz Pelletier,01-Jan-07,F,63rd ST / 3RD AVE,
9999998237,Christine Abelman,01-Feb-08,M,1885 3RD AVE,
9999998238,Andrew Roberts,01-Feb-07,M,TAFT ST / EL CAMINO AVE,
9999998239,Yoseph Carroll,01-Aug-05,M,X ST / 33RD ST,
9999998240,Christopher Conant,19-Dec-05,M,3572 1ST AVE,
9999998241,Christopher Conant,25-Oct-06,F,3680 BRANCH ST,
9999998242,Christopher Conant,29-Jun-07,M,1886 DISCOVERY WAY,
9999998243,Raymond Book,01-Feb-07,M,NATOMA WAY / ROANOKE AVE,
9999998244,Victoria Brennan,11-Jun-08,M,7926 LA RIVIERA DR,
9999998245,Roy Phan,01-Mar-08,M,68th ST / STOCKTON BLVD,
9999998246,Roy Phan,24-Apr-08,F,55th ST / G ST,
9999998247,Christine Abelman,22-Apr-08,M,4040 FREEPORT BLVD,
9999998248,Christine Abelman,01-Jun-07,M,59th ST / K ST,
9999998249,Christine Abelman,16-Oct-05,M,5332 FRANKLIN BLVD,
9999998250,Christine Abelman,11-Jul-07,M,COBBLE COVE LN / COBBLE SHORES DR,
9999998251,Alan Dominguez,01-Jun-08,F,BROADWAY / 42ND ST,
9999998252,Roy Phan,01-Jun-07,M,43rd ST / G ST,
9999998253,Tonja Turnell,08-Jul-08,M,64th ST / TEMPLE AVE,
9999998254,Tonja Turnell,01-Jan-01,M,STOCKTON BLVD / ELDER CREEK RD,
9999998255,Cyma Kinney,30-Oct-07,M,1255 48TH ST,
9999998256,Cyma Kinney,20-May-08,F,1446 18TH ST,
9999998257,Stephanie Phelps,01-Jan-08,M,955 3RD ST,
9999998258,Stephanie Phelps,01-Jan-07,M,46th ST / Q ST,
9999998259,Stephanie Phelps,01-Feb-08,M,64th ST / 3RD AVE,
9999998260,Andrew Roberts,01-Feb-07,M,1886 3RD AVE,
9999998261,Andrew Roberts,01-Aug-05,F,TAFT ST / EL CAMINO AVE,
9999998262,Andrew Roberts,19-Dec-05,M,X ST / 33RD ST,
9999998263,Alan Dominguez,25-Oct-06,M,3573 1ST AVE,
9999998264,Raymond Book,29-Jun-07,M,3681 BRANCH ST,
9999998265,Raymond Book,01-Feb-07,M,1887 DISCOVERY WAY,
9999998266,Raymond Book,11-Jun-08,F,NATOMA WAY / ROANOKE AVE,
9999998267,Raymond Book,01-Mar-08,M,7927 LA RIVIERA DR,
9999998268,Raymond Book,24-Apr-08,M,69th ST / STOCKTON BLVD,
9999998269,Raymond Book,22-Apr-08,M,56th ST / G ST,
9999998270,Roy Phan,01-Jun-07,M,4041 FREEPORT BLVD,
9999998271,Roy Phan,16-Oct-05,F,60th ST / K ST,
9999998272,Roy Phan,11-Jul-07,M,5333 FRANKLIN BLVD,
9999998273,Roy Phan,01-Jun-08,M,COBBLE COVE LN / COBBLE SHORES DR,
9999998274,Roy Phan,01-Jun-07,M,BROADWAY / 42ND ST,
9999998275,Clay Cheatham,08-Jul-08,M,44th ST / G ST,
9999998276,Adrian Shami,01-Jan-01,F,65th ST / TEMPLE AVE,
9999998277,Tonja Turnell,30-Oct-07,M,STOCKTON BLVD / ELDER CREEK RD,
9999998278,Erica Smith,20-May-08,M,1256 48TH ST,
9999998279,Erica Smith,01-Jan-08,M,1447 18TH ST,
9999998280,Erica Smith,01-Jan-07,M,956 3RD ST,
9999998281,Andrew Roberts,01-Feb-08,F,47th ST / Q ST,
9999998282,Christopher Conant,01-Feb-07,M,65th ST / 3RD AVE,
9999998283,Yoseph Carroll,01-Aug-05,M,1887 3RD AVE,
9999998284,Yoseph Carroll,19-Dec-05,M,TAFT ST / EL CAMINO AVE,
9999998285,Tonja Turnell,25-Oct-06,M,X ST / 33RD ST,
9999998286,Frank Hawley,29-Jun-07,F,3574 1ST AVE,
9999998287,Tony Sayre,01-Feb-07,M,3682 BRANCH ST,
9999998288,Tony Sayre,11-Jun-08,M,1888 DISCOVERY WAY,
9999998289,Tony Sayre,01-Mar-08,M,NATOMA WAY / ROANOKE AVE,
9999998290,Raymond Book,24-Apr-08,M,7928 LA RIVIERA DR,
9999998291,Phillina Ober,22-Apr-08,F,70th ST / STOCKTON BLVD,
9999998292,Victoria Brennan,01-Jun-07,M,57th ST / G ST,
9999998293,Victoria Brennan,16-Oct-05,M,4042 FREEPORT BLVD,
9999998294,Andrew Roberts,11-Jul-07,M,61st ST / K ST,
9999998295,Tonja Turnell,01-Jun-08,M,5334 FRANKLIN BLVD,
9999998296,Roy Phan,01-Jun-07,F,COBBLE COVE LN / COBBLE SHORES DR,
9999998297,Roy Phan,08-Jul-08,M,BROADWAY / 42ND ST,
9999998298,Phillina Ober,01-Jan-01,M,45th ST / G ST,
9999998299,Aaron Bergman,30-Oct-07,M,66th ST / TEMPLE AVE,
9999998300,Aaron Bergman,20-May-08,M,STOCKTON BLVD / ELDER CREEK RD,
9999998301,Aaron Bergman,01-Jan-08,F,1257 48TH ST,
9999998302,Christine Abelman,01-Jan-07,M,1448 18TH ST,
9999998303,Christine Abelman,01-Feb-08,M,957 3RD ST,
9999998304,Clay Cheatham,01-Feb-07,M,48th ST / Q ST,
9999998305,Erica Smith,01-Aug-05,M,66th ST / 3RD AVE,
9999998306,Erica Smith,19-Dec-05,F,1888 3RD AVE,
9999998307,Erica Smith,25-Oct-06,M,TAFT ST / EL CAMINO AVE,
9999998308,Frank Hawley,29-Jun-07,M,X ST / 33RD ST,
9999998309,Christine Abelman,01-Feb-07,M,3575 1ST AVE,
9999998310,Christine Abelman,11-Jun-08,M,3683 BRANCH ST,
9999998311,Christine Abelman,01-Mar-08,F,1889 DISCOVERY WAY,
9999998312,Roy Phan,24-Apr-08,M,NATOMA WAY / ROANOKE AVE,
9999998313,Victoria Brennan,22-Apr-08,M,7929 LA RIVIERA DR,
9999998314,Victoria Brennan,01-Jun-07,M,71st ST / STOCKTON BLVD,
9999998315,Tonja Turnell,16-Oct-05,M,58th ST / G ST,
9999998316,Aaron Bergman,11-Jul-07,F,4043 FREEPORT BLVD,
9999998317,Tonja Turnell,01-Jun-08,M,62nd ST / K ST,
9999998318,Raymond Book,01-Jun-07,M,5335 FRANKLIN BLVD,
9999998319,Yoseph Carroll,08-Jul-08,M,COBBLE COVE LN / COBBLE SHORES DR,
9999998320,Christine Abelman,01-Jan-01,M,BROADWAY / 42ND ST,
9999998321,Phillina Ober,30-Oct-07,F,46th ST / G ST,
9999998322,Adrian Shami,20-May-08,M,67th ST / TEMPLE AVE,
9999998323,Adrian Shami,01-Jan-08,M,STOCKTON BLVD / ELDER CREEK RD,
9999998324,Stephanie Phelps,01-Jan-07,M,1258 48TH ST,
9999998325,Christine Abelman,01-Feb-08,M,1449 18TH ST,
9999998326,Erica Smith,01-Feb-07,F,958 3RD ST,
9999998327,Erica Smith,01-Aug-05,M,49th ST / Q ST,
9999998328,Erica Smith,19-Dec-05,M,67th ST / 3RD AVE,
9999998329,Erica Smith,25-Oct-06,M,1889 3RD AVE,
9999998330,Brendan Sweed,29-Jun-07,M,TAFT ST / EL CAMINO AVE,
9999998331,Brendan Sweed,01-Feb-07,F,X ST / 33RD ST,
9999998332,Tonja Turnell,11-Jun-08,M,3576 1ST AVE,
9999998333,Tonja Turnell,01-Mar-08,M,3684 BRANCH ST,
9999998334,Andrew Roberts,24-Apr-08,M,1890 DISCOVERY WAY,
9999998335,Christopher Conant,22-Apr-08,M,NATOMA WAY / ROANOKE AVE,
9999998336,Victoria Brennan,01-Jun-07,F,7930 LA RIVIERA DR,
9999998337,Jeremy Lonsdale,16-Oct-05,M,72nd ST / STOCKTON BLVD,
9999998338,Victoria Brennan,11-Jul-07,M,59th ST / G ST,
9999998339,Phillina Ober,01-Jun-08,M,4044 FREEPORT BLVD,
9999998340,Andrew Roberts,01-Jun-07,M,63rd ST / K ST,
9999998341,Shui Tom,08-Jul-08,F,5336 FRANKLIN BLVD,
9999998342,Roy Phan,01-Jan-01,M,COBBLE COVE LN / COBBLE SHORES DR,
9999998343,Shui Tom,30-Oct-07,M,BROADWAY / 42ND ST,
9999998344,Shui Tom,20-May-08,M,47th ST / G ST,
9999998345,Ruben Dartt,01-Jan-08,M,68th ST / TEMPLE AVE,
9999998346,Ruben Dartt,01-Jan-07,F,STOCKTON BLVD / ELDER CREEK RD,
9999998347,Christopher Conant,01-Feb-08,M,1259 48TH ST,
9999998348,Tony Sayre,01-Feb-07,M,1450 18TH ST,
9999998349,Tony Sayre,01-Aug-05,M,959 3RD ST,
9999998350,Shui Tom,19-Dec-05,M,50th ST / Q ST,
9999998351,Shui Tom,25-Oct-06,F,68th ST / 3RD AVE,
9999998352,Shui Tom,29-Jun-07,M,1890 3RD AVE,
9999998353,Adrian Shami,01-Feb-07,M,TAFT ST / EL CAMINO AVE,
9999998354,Roy Phan,11-Jun-08,M,X ST / 33RD ST,
9999998355,Ruben Dartt,01-Mar-08,M,3577 1ST AVE,
9999998356,Ruben Dartt,24-Apr-08,F,3685 BRANCH ST,
9999998357,Adrian Shami,22-Apr-08,M,1891 DISCOVERY WAY,
9999998358,Aaron Bergman,01-Jun-07,M,NATOMA WAY / ROANOKE AVE,
9999998359,Tonja Turnell,16-Oct-05,M,7931 LA RIVIERA DR,
9999998360,Victoria Brennan,11-Jul-07,M,73rd ST / STOCKTON BLVD,
9999998361,Erica Smith,01-Jun-08,F,60th ST / G ST,
9999998362,Victoria Brennan,01-Jun-07,M,4045 FREEPORT BLVD,
9999998363,Victoria Brennan,08-Jul-08,M,64th ST / K ST,
9999998364,Victoria Brennan,01-Jan-01,M,5337 FRANKLIN BLVD,
9999998365,Adrian Shami,30-Oct-07,M,COBBLE COVE LN / COBBLE SHORES DR,
9999998366,Raymond Book,20-May-08,F,BROADWAY / 42ND ST,
9999998367,Raymond Book,01-Jan-08,M,48th ST / G ST,
9999998368,Christopher Conant,01-Jan-07,M,69th ST / TEMPLE AVE,
9999998369,Christopher Conant,01-Feb-08,M,STOCKTON BLVD / ELDER CREEK RD,
9999998370,Ruben Dartt,01-Feb-07,M,1260 48TH ST,
9999998371,Ruben Dartt,01-Aug-05,F,1451 18TH ST,
9999998372,Andy Yotov,19-Dec-05,M,960 3RD ST,
9999998373,Andy Yotov,25-Oct-06,M,51st ST / Q ST,
9999998374,Andrew Roberts,29-Jun-07,M,69th ST / 3RD AVE,
9999998375,Andrew Roberts,01-Feb-07,M,1891 3RD AVE,
9999998376,Tony Sayre,11-Jun-08,F,TAFT ST / EL CAMINO AVE,
9999998377,Nicole Brennan,01-Mar-08,M,X ST / 33RD ST,
9999998378,Jessica Myrick,24-Apr-08,M,3578 1ST AVE,
9999998379,Jessica Myrick,22-Apr-08,M,3686 BRANCH ST,
9999998380,Jessica Myrick,01-Jun-07,M,1892 DISCOVERY WAY,
9999998381,Nicole Brennan,16-Oct-05,F,NATOMA WAY / ROANOKE AVE,
9999998382,Jason Fortune,11-Jul-07,M,7932 LA RIVIERA DR,
9999998383,Jason Fortune,01-Jun-08,M,74th ST / STOCKTON BLVD,
9999998384,Harry Greene,01-Jun-07,M,61st ST / G ST,
9999998385,Frank Hawley,08-Jul-08,M,4046 FREEPORT BLVD,
9999998386,Frank Hawley,01-Jan-01,F,65th ST / K ST,
9999998387,Jason Fortune,30-Oct-07,M,5338 FRANKLIN BLVD,
9999998388,Grant Donatelli,20-May-08,M,COBBLE COVE LN / COBBLE SHORES DR,
9999998389,Mick Brown,01-Jan-08,M,BROADWAY / 42ND ST,
9999998390,Frank Hawley,01-Jan-07,M,49th ST / G ST,
9999998391,Harry Greene,01-Feb-08,F,70th ST / TEMPLE AVE,
9999998392,Harry Greene,01-Feb-07,M,STOCKTON BLVD / ELDER CREEK RD,
9999998393,Mick Brown,01-Aug-05,M,1261 48TH ST,
9999998394,Mick Brown,19-Dec-05,M,1452 18TH ST,
9999998395,Frank Hawley,25-Oct-06,M,961 3RD ST,
9999998396,Frank Hawley,29-Jun-07,F,52nd ST / Q ST,
9999998397,Grant Donatelli,01-Feb-07,M,70th ST / 3RD AVE,
9999998398,Christopher Conant,11-Jun-08,M,1892 3RD AVE,
9999998399,Ruben Dartt,01-Mar-08,M,TAFT ST / EL CAMINO AVE,
9999998400,Ruben Dartt,24-Apr-08,M,X ST / 33RD ST,
9999998401,Andy Yotov,22-Apr-08,F,3579 1ST AVE,
9999998402,Andy Yotov,01-Jun-07,M,3687 BRANCH ST,
9999998403,Andrew Roberts,16-Oct-05,M,1893 DISCOVERY WAY,
9999998404,Andrew Roberts,11-Jul-07,M,NATOMA WAY / ROANOKE AVE,
9999998405,Tony Sayre,01-Jun-08,M,7933 LA RIVIERA DR,
9999998406,Nicole Brennan,01-Jun-07,F,75th ST / STOCKTON BLVD,
9999998407,Jessica Myrick,08-Jul-08,M,62nd ST / G ST,
9999998408,Jessica Myrick,01-Jan-01,M,4047 FREEPORT BLVD,
9999998409,Jessica Myrick,30-Oct-07,M,66th ST / K ST,
9999998410,Nicole Brennan,20-May-08,M,5339 FRANKLIN BLVD,
9999998411,Jason Fortune,01-Jan-08,F,COBBLE COVE LN / COBBLE SHORES DR,
9999998412,Jason Fortune,01-Jan-07,M,BROADWAY / 42ND ST,
9999998413,Harry Greene,01-Feb-08,M,50th ST / G ST,
9999998414,Frank Hawley,01-Feb-07,M,71st ST / TEMPLE AVE,
9999998415,Frank Hawley,01-Aug-05,M,STOCKTON BLVD / ELDER CREEK RD,
9999998416,Jason Fortune,19-Dec-05,F,1262 48TH ST,
9999998417,Grant Donatelli,25-Oct-06,M,1453 18TH ST,
9999998418,Mick Brown,29-Jun-07,M,962 3RD ST,
9999998419,Frank Hawley,01-Feb-07,M,53rd ST / Q ST,
9999998420,Harry Greene,11-Jun-08,M,71st ST / 3RD AVE,
9999998421,Harry Greene,01-Mar-08,F,1893 3RD AVE,
9999998422,Mick Brown,24-Apr-08,M,TAFT ST / EL CAMINO AVE,
9999998423,Mick Brown,22-Apr-08,M,X ST / 33RD ST,
9999998424,Frank Hawley,01-Jun-07,M,3580 1ST AVE,
9999998425,Frank Hawley,16-Oct-05,M,3688 BRANCH ST,
9999998426,Grant Donatelli,11-Jul-07,F,1894 DISCOVERY WAY,
9999998427,Nicole Brennan,01-Jun-08,M,NATOMA WAY / ROANOKE AVE,
9999998428,Nicole Brennan,01-Jun-07,M,7934 LA RIVIERA DR,
9999998429,Jay Fine,08-Jul-08,M,76th ST / STOCKTON BLVD,
9999998430,Jay Fine,01-Jan-01,M,63rd ST / G ST,
9999998431,Jay Fine,30-Oct-07,F,4048 FREEPORT BLVD,
9999998432,Jay Fine,20-May-08,M,67th ST / K ST,
9999998433,Juliana Krohn,01-Jan-08,M,5340 FRANKLIN BLVD,
9999998434,Juliana Krohn,01-Jan-07,M,COBBLE COVE LN / COBBLE SHORES DR,
9999998435,Juliana Krohn,01-Feb-08,M,BROADWAY / 42ND ST,
9999998436,Yana Sorensen,01-Feb-07,F,51st ST / G ST,
9999998437,Bradley Drucker,01-Aug-05,M,72nd ST / TEMPLE AVE,
9999998438,Adam Hart,19-Dec-05,M,STOCKTON BLVD / ELDER CREEK RD,
9999998439,Benjamin Venier,25-Oct-06,M,1263 48TH ST,
9999998440,Ivan Liston,29-Jun-07,M,1454 18TH ST,
9999998441,Sara Luxemburg,01-Feb-07,F,963 3RD ST,
9999998442,Tom Ashbrook,11-Jun-08,M,54th ST / Q ST,
9999998443,Tom Ashbrook,01-Mar-08,M,72nd ST / 3RD AVE,
9999998444,Tom Ashbrook,24-Apr-08,M,1894 3RD AVE,
9999998445,Joni Wasserman,22-Apr-08,M,TAFT ST / EL CAMINO AVE,
9999998446,Eric Murdock,01-Jun-07,F,X ST / 33RD ST,
9999998447,Brad Thomas,16-Oct-05,M,3581 1ST AVE,
9999998448,Victoria Pisteka,11-Jul-07,M,3689 BRANCH ST,
9999998449,Victoria Pisteka,01-Jun-08,M,1895 DISCOVERY WAY,
9999998450,Victoria Pisteka,01-Jun-07,M,NATOMA WAY / ROANOKE AVE,
9999998451,Corey Lock,08-Jul-08,F,7935 LA RIVIERA DR,
9999998452,Corey Lock,01-Jan-01,M,77th ST / STOCKTON BLVD,
9999998453,Barry Pond,30-Oct-07,M,64th ST / G ST,
9999998454,Chris McAfee,20-May-08,M,4049 FREEPORT BLVD,
9999998455,Karen Carlisle,01-Jan-08,M,68th ST / K ST,
9999998456,Bart Folk,01-Jan-07,F,5341 FRANKLIN BLVD,
9999998457,Bart Folk,01-Feb-08,M,COBBLE COVE LN / COBBLE SHORES DR,
9999998458,Barry Weirich,01-Feb-07,M,BROADWAY / 42ND ST,
9999998459,Michael Stewart,01-Aug-05,M,52nd ST / G ST,
9999998460,Dave Poirier,19-Dec-05,M,73rd ST / TEMPLE AVE,
9999998461,Aleksandra Gannaway,25-Oct-06,F,STOCKTON BLVD / ELDER CREEK RD,
9999998462,Bryan Spruell,29-Jun-07,M,1264 48TH ST,
9999998463,Christy Brittain,01-Feb-07,M,1455 18TH ST,
9999998464,Christy Brittain,11-Jun-08,M,964 3RD ST,
9999998465,Christy Brittain,01-Mar-08,M,55th ST / Q ST,
9999998466,Christy Brittain,24-Apr-08,F,73rd ST / 3RD AVE,
9999998467,Christy Brittain,22-Apr-08,M,1895 3RD AVE,
9999998468,Christy Brittain,01-Jun-07,M,TAFT ST / EL CAMINO AVE,
9999998469,Harold Dahlen,16-Oct-05,M,X ST / 33RD ST,
9999998470,Harold Dahlen,11-Jul-07,M,3582 1ST AVE,
9999998471,Bobby Trafton,01-Jun-08,F,3690 BRANCH ST,
9999998472,Bobby Trafton,01-Jun-07,M,1896 DISCOVERY WAY,
9999998473,Karen Carlisle,08-Jul-08,M,NATOMA WAY / ROANOKE AVE,
9999998474,Speros Goranitis,01-Jan-01,M,7936 LA RIVIERA DR,
9999998475,Speros Goranitis,30-Oct-07,M,78th ST / STOCKTON BLVD,
9999998476,Grant Thornton,20-May-08,F,65th ST / G ST,
9999998477,Tom Prescott,01-Jan-08,M,4050 FREEPORT BLVD,
9999998478,Bryan Spruell,01-Jan-07,M,69th ST / K ST,
9999998479,Bryan Spruell,01-Feb-08,M,5342 FRANKLIN BLVD,
9999998480,Bryan Spruell,01-Feb-07,M,COBBLE COVE LN / COBBLE SHORES DR,
9999998481,Alan Schoenberger,01-Aug-05,F,BROADWAY / 42ND ST,
9999998482,Alan Schoenberger,19-Dec-05,M,53rd ST / G ST,
9999998483,Alan Schoenberger,25-Oct-06,M,74th ST / TEMPLE AVE,
9999998484,Patrick Bzostek,29-Jun-07,M,STOCKTON BLVD / ELDER CREEK RD,
9999998485,Patrick Bzostek,01-Feb-07,M,1265 48TH ST,
9999998486,Patrick Bzostek,11-Jun-08,F,1456 18TH ST,
9999998487,Victoria Pisteka,01-Mar-08,M,965 3RD ST,
9999998488,Tamara Willingham,24-Apr-08,M,56th ST / Q ST,
9999998489,Bobby Trafton,22-Apr-08,M,74th ST / 3RD AVE,
9999998490,Denny Ordway,01-Jun-07,M,1896 3RD AVE,
9999998491,Roland Fjeld,16-Oct-05,F,TAFT ST / EL CAMINO AVE,
9999998492,Elizabeth Moffitt,11-Jul-07,M,X ST / 33RD ST,
9999998493,Corey Lock,01-Jun-08,M,3583 1ST AVE,
9999998494,David Kendrick,01-Jun-07,M,3691 BRANCH ST,
9999998495,Julia Barnett,08-Jul-08,M,1897 DISCOVERY WAY,
9999998496,Julia Barnett,01-Jan-01,F,NATOMA WAY / ROANOKE AVE,
9999998497,Adam Hart,30-Oct-07,M,7937 LA RIVIERA DR,
9999998498,Adam Hart,20-May-08,M,79th ST / STOCKTON BLVD,
9999998499,Shirley Jackson,01-Jan-08,M,66th ST / G ST,
9999998500,Adam Hart,01-Jan-07,M,4051 FREEPORT BLVD,
9999998501,Adam Hart,01-Feb-08,F,70th ST / K ST,
9999998502,Bradley Drucker,01-Feb-07,M,5343 FRANKLIN BLVD,
9999998503,Bradley Drucker,01-Aug-05,M,COBBLE COVE LN / COBBLE SHORES DR,
9999998504,Karen Carlisle,19-Dec-05,M,BROADWAY / 42ND ST,
9999998505,Karen Carlisle,25-Oct-06,M,54th ST / G ST,
9999998506,Grant Thornton,29-Jun-07,F,75th ST / TEMPLE AVE,
9999998507,Brendan Murry,01-Feb-07,M,STOCKTON BLVD / ELDER CREEK RD,
9999998508,Brendan Murry,11-Jun-08,M,1266 48TH ST,
9999998509,Benjamin Venier,01-Mar-08,M,1457 18TH ST,
9999998510,Jennifer Patt,24-Apr-08,M,966 3RD ST,
9999998511,Jennifer Patt,22-Apr-08,F,57th ST / Q ST,
9999998512,Jennifer Patt,01-Jun-07,M,75th ST / 3RD AVE,
9999998513,Jennifer Patt,16-Oct-05,M,1897 3RD AVE,
9999998514,Jennifer Patt,11-Jul-07,M,TAFT ST / EL CAMINO AVE,
9999998515,Jennifer Patt,01-Jun-08,M,X ST / 33RD ST,
9999998516,Jennifer Patt,01-Jun-07,F,3584 1ST AVE,
9999998517,Jeremy Pistek,08-Jul-08,M,3692 BRANCH ST,
9999998518,Jeremy Pistek,01-Jan-01,M,1898 DISCOVERY WAY,
9999998519,David Bremer,30-Oct-07,M,NATOMA WAY / ROANOKE AVE,
9999998520,David Bremer,20-May-08,M,7938 LA RIVIERA DR,
9999998521,Nora Paige,01-Jan-08,F,80th ST / STOCKTON BLVD,
9999998522,Nora Paige,01-Jan-07,M,67th ST / G ST,
9999998523,Harold Dahlen,01-Feb-08,M,4052 FREEPORT BLVD,
9999998524,Bobby Trafton,01-Feb-07,M,71st ST / K ST,
9999998525,Bobby Trafton,01-Aug-05,M,5344 FRANKLIN BLVD,
9999998526,Nicole Brennan,19-Dec-05,F,COBBLE COVE LN / COBBLE SHORES DR,
9999998527,Jennifer Patt,25-Oct-06,M,BROADWAY / 42ND ST,
9999998528,Jennifer Patt,29-Jun-07,M,55th ST / G ST,
9999998529,Jennifer Patt,01-Feb-07,M,76th ST / TEMPLE AVE,
9999998530,Alejandro Savely,11-Jun-08,M,STOCKTON BLVD / ELDER CREEK RD,
9999998531,Alejandro Savely,01-Mar-08,F,1267 48TH ST,
9999998532,Charles Crestani,24-Apr-08,M,1458 18TH ST,
9999998533,Charles Crestani,22-Apr-08,M,967 3RD ST,
9999998534,Brendan Murry,01-Jun-07,M,58th ST / Q ST,
9999998535,Muhammed Lee,16-Oct-05,M,76th ST / 3RD AVE,
9999998536,Muhammed Lee,11-Jul-07,F,1898 3RD AVE,
9999998537,Victoria Pisteka,01-Jun-08,M,TAFT ST / EL CAMINO AVE,
9999998538,Victoria Pisteka,01-Jun-07,M,X ST / 33RD ST,
9999998539,Victoria Pisteka,08-Jul-08,M,3585 1ST AVE,
9999998540,Patrick Bzostek,01-Jan-01,M,3693 BRANCH ST,
9999998541,Jeremy Pistek,30-Oct-07,F,1899 DISCOVERY WAY,
9999998542,Maureen Gastineau,20-May-08,M,NATOMA WAY / ROANOKE AVE,
9999998543,Adam Hart,01-Jan-08,M,7939 LA RIVIERA DR,
9999998544,Adam Hart,01-Jan-07,M,81st ST / STOCKTON BLVD,
9999998545,Berenike Kampe,01-Feb-08,M,68th ST / G ST,
9999998546,Berenike Kampe,01-Feb-07,F,4053 FREEPORT BLVD,
9999998547,Julia Barnett,01-Aug-05,M,72nd ST / K ST,
9999998548,Julia Barnett,19-Dec-05,M,5345 FRANKLIN BLVD,
9999998549,Julia Barnett,25-Oct-06,M,COBBLE COVE LN / COBBLE SHORES DR,
9999998550,Bobby Elias,29-Jun-07,M,BROADWAY / 42ND ST,
9999998551,Jeremy Pistek,01-Feb-07,F,56th ST / G ST,
